,Sex,Age group,VALUE,REF_DATE,UOM
3827872,Both sexes,45 to 64 years,77.7,2019-12-01,Percentage
3827873,Both sexes,45 years and over,54.0,2019-12-01,Percentage
3827874,Both sexes,25 to 54 years,87.1,2019-12-01,Percentage
3827875,Both sexes,55 years and over,41.6,2019-12-01,Percentage
3827876,Both sexes,15 to 64 years,78.7,2019-12-01,Percentage
3827877,Both sexes,15 to 19 years,43.0,2019-12-01,Percentage
3827878,Both sexes,20 to 24 years,78.6,2019-12-01,Percentage
3827879,Both sexes,25 to 29 years,84.0,2019-12-01,Percentage
3827880,Both sexes,30 to 34 years,90.8,2019-12-01,Percentage
3827881,Both sexes,35 to 39 years,87.2,2019-12-01,Percentage
3827882,Both sexes,40 to 44 years,93.4,2019-12-01,Percentage
3827883,Both sexes,45 to 49 years,87.3,2019-12-01,Percentage
3827884,Both sexes,50 to 54 years,83.3,2019-12-01,Percentage
3827885,Both sexes,55 to 59 years,76.3,2019-12-01,Percentage
3827886,Both sexes,60 to 64 years,65.8,2019-12-01,Percentage
3827887,Both sexes,65 years and over,19.3,2019-12-01,Percentage
3827888,Both sexes,65 to 69 years,31.3,2019-12-01,Percentage
3827889,Both sexes,70 years and over,13.4,2019-12-01,Percentage
3827890,Males,15 years and over,67.3,2019-12-01,Percentage
3827891,Males,15 to 24 years,56.4,2019-12-01,Percentage
3827892,Males,25 years and over,69.1,2019-12-01,Percentage
3827893,Males,25 to 44 years,90.1,2019-12-01,Percentage
3827894,Males,45 to 64 years,79.6,2019-12-01,Percentage
3827895,Males,45 years and over,58.6,2019-12-01,Percentage
3827896,Males,25 to 54 years,88.2,2019-12-01,Percentage
3827897,Males,55 years and over,47.4,2019-12-01,Percentage
3827898,Males,15 to 64 years,78.8,2019-12-01,Percentage
3827899,Males,15 to 19 years,35.6,2019-12-01,Percentage
3827900,Males,20 to 24 years,75.0,2019-12-01,Percentage
3827901,Males,25 to 29 years,88.5,2019-12-01,Percentage
3827902,Males,30 to 34 years,90.5,2019-12-01,Percentage
3827903,Males,35 to 39 years,88.9,2019-12-01,Percentage
3827904,Males,40 to 44 years,93.2,2019-12-01,Percentage
3827905,Males,45 to 49 years,89.6,2019-12-01,Percentage
3827906,Males,50 to 54 years,82.8,2019-12-01,Percentage
3827907,Males,55 to 59 years,77.2,2019-12-01,Percentage
3827908,Males,60 to 64 years,73.1,2019-12-01,Percentage
3827909,Males,65 years and over,25.9,2019-12-01,Percentage
3827910,Males,65 to 69 years,37.5,2019-12-01,Percentage
3827911,Males,70 years and over,19.6,2019-12-01,Percentage
3827912,Females,15 years and over,62.8,2019-12-01,Percentage
3827913,Females,15 to 24 years,68.2,2019-12-01,Percentage
3827914,Females,25 years and over,62.0,2019-12-01,Percentage
3827915,Females,25 to 44 years,86.4,2019-12-01,Percentage
3827916,Females,45 to 64 years,75.8,2019-12-01,Percentage
3827917,Females,45 years and over,49.7,2019-12-01,Percentage
3827918,Females,25 to 54 years,86.1,2019-12-01,Percentage
3827919,Females,55 years and over,36.4,2019-12-01,Percentage
3827920,Females,15 to 64 years,78.6,2019-12-01,Percentage
3827921,Females,15 to 19 years,50.0,2019-12-01,Percentage
3827922,Females,20 to 24 years,84.8,2019-12-01,Percentage
3827923,Females,25 to 29 years,79.2,2019-12-01,Percentage
3827924,Females,30 to 34 years,91.1,2019-12-01,Percentage
3827925,Females,35 to 39 years,84.0,2019-12-01,Percentage
3827926,Females,40 to 44 years,93.6,2019-12-01,Percentage
3827927,Females,45 to 49 years,85.2,2019-12-01,Percentage
3827928,Females,50 to 54 years,84.0,2019-12-01,Percentage
3827929,Females,55 to 59 years,75.4,2019-12-01,Percentage
3827930,Females,60 to 64 years,58.6,2019-12-01,Percentage
3827931,Females,65 years and over,13.7,2019-12-01,Percentage
3827932,Females,65 to 69 years,25.5,2019-12-01,Percentage
3827933,Females,70 years and over,8.2,2019-12-01,Percentage
3827934,Both sexes,15 years and over,59.3,2019-12-01,Percentage
3827935,Both sexes,15 to 24 years,57.7,2019-12-01,Percentage
3827936,Both sexes,25 years and over,59.6,2019-12-01,Percentage
3827937,Both sexes,25 to 44 years,82.0,2019-12-01,Percentage
3827938,Both sexes,45 to 64 years,70.2,2019-12-01,Percentage
3827939,Both sexes,45 years and over,48.3,2019-12-01,Percentage
3827940,Both sexes,25 to 54 years,80.8,2019-12-01,Percentage
3827941,Both sexes,55 years and over,36.3,2019-12-01,Percentage
3827942,Both sexes,15 to 64 years,72.1,2019-12-01,Percentage
3827943,Both sexes,15 to 19 years,38.4,2019-12-01,Percentage
3827944,Both sexes,20 to 24 years,73.8,2019-12-01,Percentage
3827945,Both sexes,25 to 29 years,77.0,2019-12-01,Percentage
3827946,Both sexes,30 to 34 years,83.9,2019-12-01,Percentage
3827947,Both sexes,35 to 39 years,80.9,2019-12-01,Percentage
3827948,Both sexes,40 to 44 years,87.9,2019-12-01,Percentage
3827949,Both sexes,45 to 49 years,78.4,2019-12-01,Percentage
3827950,Both sexes,50 to 54 years,77.8,2019-12-01,Percentage
3827951,Both sexes,55 to 59 years,71.2,2019-12-01,Percentage
3827952,Both sexes,60 to 64 years,53.2,2019-12-01,Percentage
3827953,Both sexes,65 years and over,16.3,2019-12-01,Percentage
3827954,Both sexes,65 to 69 years,24.2,2019-12-01,Percentage
3827955,Both sexes,70 years and over,12.4,2019-12-01,Percentage
3827956,Males,15 years and over,60.3,2019-12-01,Percentage
3827957,Males,15 to 24 years,51.5,2019-12-01,Percentage
3827958,Males,25 years and over,61.9,2019-12-01,Percentage
3827959,Males,25 to 44 years,83.5,2019-12-01,Percentage
3827960,Males,45 to 64 years,69.9,2019-12-01,Percentage
3827961,Males,45 years and over,51.0,2019-12-01,Percentage
3827962,Males,25 to 54 years,81.3,2019-12-01,Percentage
3827963,Males,55 years and over,39.4,2019-12-01,Percentage
3827964,Males,15 to 64 years,71.0,2019-12-01,Percentage
3827965,Males,15 to 19 years,31.1,2019-12-01,Percentage
3827966,Males,20 to 24 years,67.9,2019-12-01,Percentage
3827967,Males,25 to 29 years,80.8,2019-12-01,Percentage
3827968,Males,30 to 34 years,81.0,2019-12-01,Percentage
3827969,Males,35 to 39 years,82.2,2019-12-01,Percentage
3827970,Males,40 to 44 years,88.6,2019-12-01,Percentage
3827971,Males,45 to 49 years,81.3,2019-12-01,Percentage
3827972,Males,50 to 54 years,75.9,2019-12-01,Percentage
3827973,Males,55 to 59 years,66.7,2019-12-01,Percentage
3827974,Males,60 to 64 years,57.7,2019-12-01,Percentage
3827975,Males,65 years and over,22.3,2019-12-01,Percentage
3827976,Males,65 to 69 years,27.1,2019-12-01,Percentage
3827977,Males,70 years and over,18.5,2019-12-01,Percentage
3827978,Females,15 years and over,58.3,2019-12-01,Percentage
3827979,Females,15 to 24 years,64.8,2019-12-01,Percentage
3827980,Females,25 years and over,57.5,2019-12-01,Percentage
3827981,Females,25 to 44 years,80.6,2019-12-01,Percentage
3827982,Females,45 to 64 years,70.4,2019-12-01,Percentage
3827983,Females,45 years and over,45.6,2019-12-01,Percentage
3827984,Females,25 to 54 years,80.3,2019-12-01,Percentage
3827985,Females,55 years and over,33.6,2019-12-01,Percentage
3827986,Females,15 to 64 years,73.5,2019-12-01,Percentage
3827987,Females,15 to 19 years,45.2,2019-12-01,Percentage
3827988,Females,20 to 24 years,80.4,2019-12-01,Percentage
3827989,Females,25 to 29 years,72.9,2019-12-01,Percentage
3827990,Females,30 to 34 years,86.7,2019-12-01,Percentage
3827991,Females,35 to 39 years,78.0,2019-12-01,Percentage
3827992,Females,40 to 44 years,89.4,2019-12-01,Percentage
3827993,Females,45 to 49 years,75.9,2019-12-01,Percentage
3827994,Females,50 to 54 years,82.0,2019-12-01,Percentage
3827995,Females,55 to 59 years,75.4,2019-12-01,Percentage
3827996,Females,60 to 64 years,50.0,2019-12-01,Percentage
3827997,Females,65 years and over,11.8,2019-12-01,Percentage
3827998,Females,65 to 69 years,21.6,2019-12-01,Percentage
3827999,Females,70 years and over,7.3,2019-12-01,Percentage
3828000,Both sexes,15 years and over,812.4,2019-12-01,Persons
3828001,Both sexes,15 to 24 years,108.4,2019-12-01,Persons
3828002,Both sexes,25 years and over,704.0,2019-12-01,Persons
3828003,Both sexes,25 to 44 years,236.0,2019-12-01,Persons
3828004,Both sexes,45 to 64 years,272.3,2019-12-01,Persons
3828005,Both sexes,45 years and over,467.9,2019-12-01,Persons
3828006,Both sexes,25 to 54 years,358.8,2019-12-01,Persons
3828007,Both sexes,55 years and over,345.2,2019-12-01,Persons
3828008,Both sexes,15 to 64 years,616.8,2019-12-01,Persons
3828009,Both sexes,15 to 19 years,49.1,2019-12-01,Persons
3828010,Both sexes,20 to 24 years,59.3,2019-12-01,Persons
3828011,Both sexes,25 to 29 years,61.4,2019-12-01,Persons
3828012,Both sexes,30 to 34 years,60.4,2019-12-01,Persons
3828013,Both sexes,35 to 39 years,62.7,2019-12-01,Persons
3828014,Both sexes,40 to 44 years,51.5,2019-12-01,Persons
3828015,Both sexes,45 to 49 years,58.3,2019-12-01,Persons
3828016,Both sexes,50 to 54 years,64.4,2019-12-01,Persons
3828017,Both sexes,55 to 59 years,76.3,2019-12-01,Persons
3828018,Both sexes,60 to 64 years,73.2,2019-12-01,Persons
3828019,Both sexes,65 years and over,195.6,2019-12-01,Persons
3828020,Both sexes,65 to 69 years,63.7,2019-12-01,Persons
3828021,Both sexes,70 years and over,131.9,2019-12-01,Persons
3828022,Males,15 years and over,394.0,2019-12-01,Persons
3828023,Males,15 to 24 years,55.2,2019-12-01,Persons
3828024,Males,25 years and over,338.7,2019-12-01,Persons
3828025,Males,25 to 44 years,115.9,2019-12-01,Persons
3828026,Males,45 to 64 years,132.2,2019-12-01,Persons
3828027,Males,45 years and over,222.8,2019-12-01,Persons
3828028,Males,25 to 54 years,175.6,2019-12-01,Persons
3828029,Males,55 years and over,163.2,2019-12-01,Persons
3828030,Males,15 to 64 years,303.3,2019-12-01,Persons
3828031,Males,15 to 19 years,25.1,2019-12-01,Persons
3828032,Males,20 to 24 years,30.2,2019-12-01,Persons
3828033,Males,25 to 29 years,30.8,2019-12-01,Persons
3828034,Males,30 to 34 years,29.7,2019-12-01,Persons
3828035,Males,35 to 39 years,29.2,2019-12-01,Persons
3828036,Males,40 to 44 years,26.2,2019-12-01,Persons
3828037,Males,45 to 49 years,29.2,2019-12-01,Persons
3828038,Males,50 to 54 years,30.4,2019-12-01,Persons
3828039,Males,55 to 59 years,37.0,2019-12-01,Persons
3828040,Males,60 to 64 years,35.6,2019-12-01,Persons
3828041,Males,65 years and over,90.6,2019-12-01,Persons
3828042,Males,65 to 69 years,30.7,2019-12-01,Persons
3828043,Males,70 years and over,60.0,2019-12-01,Persons
3828044,Females,15 years and over,418.4,2019-12-01,Persons
3828045,Females,15 to 24 years,53.2,2019-12-01,Persons
3828046,Females,25 years and over,365.2,2019-12-01,Persons
3828047,Females,25 to 44 years,120.1,2019-12-01,Persons
3828048,Females,45 to 64 years,140.1,2019-12-01,Persons
3828049,Females,45 years and over,245.2,2019-12-01,Persons
3828050,Females,25 to 54 years,183.2,2019-12-01,Persons
3828051,Females,55 years and over,182.0,2019-12-01,Persons
3828052,Females,15 to 64 years,313.4,2019-12-01,Persons
3828053,Females,15 to 19 years,24.1,2019-12-01,Persons
3828054,Females,20 to 24 years,29.1,2019-12-01,Persons
3828055,Females,25 to 29 years,30.6,2019-12-01,Persons
3828056,Females,30 to 34 years,30.7,2019-12-01,Persons
3828057,Females,35 to 39 years,33.5,2019-12-01,Persons
3828058,Females,40 to 44 years,25.3,2019-12-01,Persons
3828059,Females,45 to 49 years,29.1,2019-12-01,Persons
3828060,Females,50 to 54 years,34.0,2019-12-01,Persons
3828061,Females,55 to 59 years,39.3,2019-12-01,Persons
3828062,Females,60 to 64 years,37.7,2019-12-01,Persons
3828063,Females,65 years and over,105.0,2019-12-01,Persons
3828064,Females,65 to 69 years,33.1,2019-12-01,Persons
3828065,Females,70 years and over,71.9,2019-12-01,Persons
3828066,Both sexes,15 years and over,501.7,2019-12-01,Persons
3828067,Both sexes,15 to 24 years,74.0,2019-12-01,Persons
3828068,Both sexes,25 years and over,427.6,2019-12-01,Persons
3828069,Both sexes,25 to 44 years,203.6,2019-12-01,Persons
3828070,Both sexes,45 to 64 years,198.5,2019-12-01,Persons
3828071,Both sexes,45 years and over,224.0,2019-12-01,Persons
3828072,Both sexes,25 to 54 years,309.1,2019-12-01,Persons
3828073,Both sexes,55 years and over,118.5,2019-12-01,Persons
3828074,Both sexes,15 to 64 years,476.2,2019-12-01,Persons
3828075,Both sexes,15 to 19 years,26.4,2019-12-01,Persons
3828076,Both sexes,20 to 24 years,47.7,2019-12-01,Persons
3828077,Both sexes,25 to 29 years,52.0,2019-12-01,Persons
3828078,Both sexes,30 to 34 years,52.0,2019-12-01,Persons
3828079,Both sexes,35 to 39 years,55.0,2019-12-01,Persons
3828080,Both sexes,40 to 44 years,44.5,2019-12-01,Persons
3828081,Both sexes,45 to 49 years,51.6,2019-12-01,Persons
3828082,Both sexes,50 to 54 years,54.0,2019-12-01,Persons
3828083,Both sexes,55 to 59 years,54.7,2019-12-01,Persons
3828084,Both sexes,60 to 64 years,38.3,2019-12-01,Persons
3828085,Both sexes,65 years and over,25.5,2019-12-01,Persons
3828086,Both sexes,65 to 69 years,16.7,2019-12-01,Persons
3828087,Both sexes,70 years and over,8.8,2019-12-01,Persons
3828088,Males,15 years and over,253.9,2019-12-01,Persons
3828089,Males,15 to 24 years,37.2,2019-12-01,Persons
3828090,Males,25 years and over,216.7,2019-12-01,Persons
3828091,Males,25 to 44 years,99.9,2019-12-01,Persons
3828092,Males,45 to 64 years,101.0,2019-12-01,Persons
3828093,Males,45 years and over,116.8,2019-12-01,Persons
3828094,Males,25 to 54 years,152.6,2019-12-01,Persons
3828095,Males,55 years and over,64.1,2019-12-01,Persons
3828096,Males,15 to 64 years,238.1,2019-12-01,Persons
3828097,Males,15 to 19 years,11.9,2019-12-01,Persons
3828098,Males,20 to 24 years,25.3,2019-12-01,Persons
3828099,Males,25 to 29 years,25.9,2019-12-01,Persons
3828100,Males,30 to 34 years,25.6,2019-12-01,Persons
3828101,Males,35 to 39 years,25.7,2019-12-01,Persons
3828102,Males,40 to 44 years,22.7,2019-12-01,Persons
3828103,Males,45 to 49 years,26.6,2019-12-01,Persons
3828104,Males,50 to 54 years,26.1,2019-12-01,Persons
3828105,Males,55 to 59 years,28.5,2019-12-01,Persons
3828106,Males,60 to 64 years,19.8,2019-12-01,Persons
3828107,Males,65 years and over,15.8,2019-12-01,Persons
3828108,Males,65 to 69 years,9.8,2019-12-01,Persons
3828109,Males,70 years and over,5.9,2019-12-01,Persons
3828110,Females,15 years and over,247.8,2019-12-01,Persons
3828111,Females,15 to 24 years,36.8,2019-12-01,Persons
3828112,Females,25 years and over,211.0,2019-12-01,Persons
3828113,Females,25 to 44 years,103.7,2019-12-01,Persons
3828114,Females,45 to 64 years,97.5,2019-12-01,Persons
3828115,Females,45 years and over,107.2,2019-12-01,Persons
3828116,Females,25 to 54 years,156.6,2019-12-01,Persons
3828117,Females,55 years and over,54.4,2019-12-01,Persons
3828118,Females,15 to 64 years,238.1,2019-12-01,Persons
3828119,Females,15 to 19 years,14.5,2019-12-01,Persons
3828120,Females,20 to 24 years,22.4,2019-12-01,Persons
3828121,Females,25 to 29 years,26.2,2019-12-01,Persons
3828122,Females,30 to 34 years,26.4,2019-12-01,Persons
3828123,Females,35 to 39 years,29.4,2019-12-01,Persons
3828124,Females,40 to 44 years,21.7,2019-12-01,Persons
3828125,Females,45 to 49 years,25.0,2019-12-01,Persons
3828126,Females,50 to 54 years,27.8,2019-12-01,Persons
3828127,Females,55 to 59 years,26.2,2019-12-01,Persons
3828128,Females,60 to 64 years,18.5,2019-12-01,Persons
3828129,Females,65 years and over,9.7,2019-12-01,Persons
3828130,Females,65 to 69 years,6.9,2019-12-01,Persons
3828131,Females,70 years and over,2.8,2019-12-01,Persons
3828132,Both sexes,15 years and over,463.8,2019-12-01,Persons
3828133,Both sexes,15 to 24 years,66.1,2019-12-01,Persons
3828134,Both sexes,25 years and over,397.7,2019-12-01,Persons
3828135,Both sexes,25 to 44 years,186.6,2019-12-01,Persons
3828136,Both sexes,45 to 64 years,187.8,2019-12-01,Persons
3828137,Both sexes,45 years and over,211.1,2019-12-01,Persons
3828138,Both sexes,25 to 54 years,287.1,2019-12-01,Persons
3828139,Both sexes,55 years and over,110.6,2019-12-01,Persons
3828140,Both sexes,15 to 64 years,440.5,2019-12-01,Persons
3828141,Both sexes,15 to 19 years,22.2,2019-12-01,Persons
3828142,Both sexes,20 to 24 years,43.9,2019-12-01,Persons
3828143,Both sexes,25 to 29 years,46.4,2019-12-01,Persons
3828144,Both sexes,30 to 34 years,48.1,2019-12-01,Persons
3828145,Both sexes,35 to 39 years,51.1,2019-12-01,Persons
3828146,Both sexes,40 to 44 years,41.0,2019-12-01,Persons
3828147,Both sexes,45 to 49 years,49.0,2019-12-01,Persons
3828148,Both sexes,50 to 54 years,51.4,2019-12-01,Persons
3828149,Both sexes,55 to 59 years,50.7,2019-12-01,Persons
3828150,Both sexes,60 to 64 years,36.7,2019-12-01,Persons
3828151,Both sexes,65 years and over,23.3,2019-12-01,Persons
3828152,Both sexes,65 to 69 years,14.9,2019-12-01,Persons
3828153,Both sexes,70 years and over,8.3,2019-12-01,Persons
3828154,Males,15 years and over,232.6,2019-12-01,Persons
3828155,Males,15 to 24 years,32.5,2019-12-01,Persons
3828156,Males,25 years and over,200.1,2019-12-01,Persons
3828157,Males,25 to 44 years,91.2,2019-12-01,Persons
3828158,Males,45 to 64 years,94.5,2019-12-01,Persons
3828159,Males,45 years and over,108.9,2019-12-01,Persons
3828160,Males,25 to 54 years,140.8,2019-12-01,Persons
3828161,Males,55 years and over,59.3,2019-12-01,Persons
3828162,Males,15 to 64 years,218.1,2019-12-01,Persons
3828163,Males,15 to 19 years,10.1,2019-12-01,Persons
3828164,Males,20 to 24 years,22.3,2019-12-01,Persons
3828165,Males,25 to 29 years,23.2,2019-12-01,Persons
3828166,Males,30 to 34 years,23.2,2019-12-01,Persons
3828167,Males,35 to 39 years,23.8,2019-12-01,Persons
3828168,Males,40 to 44 years,21.1,2019-12-01,Persons
3828169,Males,45 to 49 years,25.1,2019-12-01,Persons
3828170,Males,50 to 54 years,24.5,2019-12-01,Persons
3828171,Males,55 to 59 years,26.0,2019-12-01,Persons
3828172,Males,60 to 64 years,18.9,2019-12-01,Persons
3828173,Males,65 years and over,14.4,2019-12-01,Persons
3828174,Males,65 to 69 years,8.7,2019-12-01,Persons
3828175,Males,70 years and over,5.7,2019-12-01,Persons
3828176,Females,15 years and over,231.2,2019-12-01,Persons
3828177,Females,15 to 24 years,33.7,2019-12-01,Persons
3828178,Females,25 years and over,197.6,2019-12-01,Persons
3828179,Females,25 to 44 years,95.4,2019-12-01,Persons
3828180,Females,45 to 64 years,93.3,2019-12-01,Persons
3828181,Females,45 years and over,102.2,2019-12-01,Persons
3828182,Females,25 to 54 years,146.3,2019-12-01,Persons
3828183,Females,55 years and over,51.2,2019-12-01,Persons
3828184,Females,15 to 64 years,222.4,2019-12-01,Persons
3828185,Females,15 to 19 years,12.1,2019-12-01,Persons
3828186,Females,20 to 24 years,21.5,2019-12-01,Persons
3828187,Females,25 to 29 years,23.2,2019-12-01,Persons
3828188,Females,30 to 34 years,24.9,2019-12-01,Persons
3828189,Females,35 to 39 years,27.3,2019-12-01,Persons
3828190,Females,40 to 44 years,19.9,2019-12-01,Persons
3828191,Females,45 to 49 years,24.0,2019-12-01,Persons
3828192,Females,50 to 54 years,27.0,2019-12-01,Persons
3828193,Females,55 to 59 years,24.6,2019-12-01,Persons
3828194,Females,60 to 64 years,17.8,2019-12-01,Persons
3828195,Females,65 years and over,8.8,2019-12-01,Persons
3828196,Females,65 to 69 years,6.2,2019-12-01,Persons
3828197,Females,70 years and over,2.6,2019-12-01,Persons
3828198,Both sexes,15 years and over,376.5,2019-12-01,Persons
3828199,Both sexes,15 to 24 years,33.1,2019-12-01,Persons
3828200,Both sexes,25 years and over,343.4,2019-12-01,Persons
3828201,Both sexes,25 to 44 years,166.5,2019-12-01,Persons
3828202,Both sexes,45 to 64 years,163.2,2019-12-01,Persons
3828203,Both sexes,45 years and over,176.9,2019-12-01,Persons
3828204,Both sexes,25 to 54 years,256.6,2019-12-01,Persons
3828205,Both sexes,55 years and over,86.8,2019-12-01,Persons
3828206,Both sexes,15 to 64 years,362.8,2019-12-01,Persons
3828207,Both sexes,15 to 19 years,4.1,2019-12-01,Persons
3828208,Both sexes,20 to 24 years,29.0,2019-12-01,Persons
3828209,Both sexes,25 to 29 years,41.3,2019-12-01,Persons
3828210,Both sexes,30 to 34 years,42.8,2019-12-01,Persons
3828211,Both sexes,35 to 39 years,45.2,2019-12-01,Persons
